token,pca_2_component_1,pca_2_component_2,word_count
dbom,0.34548852,-0.5061174,20
decisionmaking,0.05662025,-0.23186122,20
surfaced,0.6069355,0.5182237,20
lauging,0.21299623,-0.5650721,20
rank,0.19144163,0.026051203,20
expanding,0.4911402,0.096154846,20
drum,-0.1930849,-0.27176782,20
tainted,-0.30130458,-0.0678114,20
toensing,1.4133875,0.29718617,20
riots,-0.22207698,-0.45928732,20
rain,0.2713194,-0.27507445,20
tvnewshq,0.16523689,-0.41048574,19
sovereignty,-0.19893162,-0.1676038,19
explode,-0.39365733,-0.17123435,19
essence,-0.21722236,-0.073975615,19
clownshow,0.5549252,-0.29145476,19
agai,-0.2573357,0.30591488,19
forest,-0.29923275,-0.2938731,19
xf,0.19597466,-0.13969298,19
washy,0.11929938,0.21902645,19
stepping,0.032121286,0.04403187,19
recommendation,1.173952,0.5196981,19
zil,0.3817539,-0.12501206,19
giiotm,-0.25849864,-0.16103792,19
frequent,0.55050576,0.2614773,19
element,0.26737553,0.5001264,19
priv,-0.07105476,0.39059818,19
wishy,0.18145898,0.16492757,19
umm,0.1757834,-0.06230249,19
xzhlu,1.1389729,-0.6838125,19
xvyr,1.0314814,-0.5903017,19
shelby,0.2443535,0.18704478,19
houses,-0.33428863,0.15785143,19
medit,-0.017553972,0.024942392,19
zdcxo,0.23431265,0.2694027,19
totalitarian,0.01433294,0.04047998,19
nnotuu,0.42576814,-0.15676875,19
separated,0.49942604,-0.27752748,19
cas,0.17567194,-0.011815816,19
guessing,-0.3418321,-0.060227368,19
quetzalcoatl,1.0054199,-0.055577654,19
calculated,0.17036273,-0.35140607,19
kaosum,0.78494143,-0.039022386,19
amoral,0.07804125,-0.07081114,19
asantes,0.74693507,0.015525132,19
michaelsage,0.68613863,0.0091916695,19
appropriately,-0.2639288,0.24712178,19
jailed,-0.25163695,-0.24851222,19
neutralize,0.14586012,0.031430446,19
sundaythoughts,0.12186167,0.00357481,19
miscalculation,0.15037014,-0.4387198,19
costing,-0.28790903,-0.40442887,19
unauthorized,0.35899445,0.044439204,19
eg,0.26025194,0.13652293,19
trumptownhall,-0.09843543,-0.4079011,19
gvlzdmveu,-0.07378152,-0.36615175,19
inflicted,-0.3174472,-0.76277727,19
rr,0.11528128,0.07740057,19
leap,-0.042343527,0.36205378,19
flames,0.18898365,-0.4847869,19
worrying,-0.12307041,-0.38598365,19
chill,0.39279845,-0.022552375,19
weary,0.4758961,0.25641254,19
elaine,0.68783987,0.20117058,19
demonrats,-0.3889814,-0.1520086,19
afghanistan,0.2418868,-0.39087242,19
clears,0.0089543965,0.37225765,19
brendancarrfcc,0.15025693,-0.115392074,19
lor_blueeyes,1.1327341,-0.09987977,19
idk,-0.026890405,-0.07364385,19
chests,-0.3016294,0.26453426,19
hen,0.2149742,-0.4732582,19
pleased,0.057093658,0.1996561,19
dz,0.8390869,-0.148805,19
irvdle,0.051323157,0.14772354,19
britain,-0.13421641,-0.17050867,19
km,0.30333218,-0.2718818,19
explicit,-0.16772911,0.3120455,19
jenpal,-0.13883351,-0.26132157,19
gregboucher,-0.03244583,-0.20096,19
wekbi,0.26763391,0.17223863,19
king_of_shade,0.15637441,0.2047901,19
jimhansondc,-0.12268687,-0.13196084,19
jytvkz,0.9624551,-0.5196732,19
emperor,0.015758045,-0.13344203,19
podium,0.297078,-0.25984102,19
uxyub,-0.0029356002,0.012335271,19
unfortunate,-0.21514264,0.07022771,19
fifth,-0.0789805,0.25035596,19
settled,-0.5698877,0.05753836,19
cock,0.64335173,-0.26791754,19
justiceiscoming,-0.19800152,-0.06034184,19
venue,-0.30174074,0.12552308,19
peo,-0.37986958,0.07835374,19
darkest,0.15809463,0.18523192,19
groundhog,-0.15309145,-0.51518214,19
lorlyingeyes,1.0977678,-0.053425685,19
postcards,0.21912402,-0.32156187,19
gumboqueen,-0.011130454,-0.081778474,19
darkness,-0.18018809,0.38639504,19
departure,0.31172118,0.33097142,19
moderates,-0.35366502,0.061464317,19
reliably,0.08877017,0.06983626,19
embolden,-0.042324454,0.04692394,19
negotiated,0.11209236,-0.16850553,19
cake,0.2274292,-0.103187755,19
sixteenth,0.1998316,-0.7298691,19
dhershiser,-0.14393994,-0.05010801,19
betrayal,0.034051787,0.15933256,19
shawninarizona,0.053589664,-0.14483792,19
complacent,-0.22137439,0.16189893,19
zeusfanhouse,0.05841648,-0.24327052,19
walls,0.0916404,-0.5045412,19
assholes,-0.13899627,-0.09263172,19
rp,0.40238392,-0.16652279,19
oyby,0.42424357,-0.13525537,19
hig,-0.17378636,-0.07003776,19
incite,0.21114008,-0.045335133,19
denverpost,0.8958509,-0.012266063,19
junior,0.032485504,-0.30629513,19
amazon,0.45981535,-0.18354471,19
mikememoli,0.48805073,0.25506425,19
shocker,-0.0414083,-0.16081373,19
shiftyschiff,0.27506793,-0.25618222,19
aims,0.31181127,-0.18586755,19
npfandos,0.3038641,0.40626752,19
whstancil,-0.052561626,-0.028333621,19
incompe,0.4822475,-0.1535536,19
buzzpatterson,0.026095206,0.023856808,19
memes,0.059444822,-0.37339404,19
industry,0.57434326,-0.46696842,19
vu,0.20520361,-0.2143725,19
jengrodgers,0.19193015,0.45571303,19
knlmotyfu,-0.17434041,-0.507958,19
vocal,-0.06356776,0.08072868,19
dotard,0.018249769,-0.33458185,19
goals,-0.093312964,0.23123443,19
spokesperson,0.6767863,-0.01040519,19
vm,0.12572266,-0.030304195,19
galli,0.6715093,-0.22821613,19
immune,-0.15218796,-0.02744907,19
republica,0.044988144,-0.0243363,19
zaharias,1.1400952,-0.20331055,19
xmas,-0.087416664,-0.3050964,19
lg,0.09931728,0.22940369,19
wealth,0.16468076,-0.15591115,19
trumpsugar,1.1830249,-0.14930864,19
bigly,-0.26856875,-0.18559827,19
cong,0.1980152,-0.053477395,19
suminemo,0.7949941,0.02024607,19
unclear,-0.4061797,0.45499727,19
brb_covfefe,0.15250494,-0.12505609,19
straws,0.1122311,-0.3339301,19
tflkyeon,-0.024055326,-0.6388649,19
sanction,0.78564966,0.0230357,19
carolynbmaloney,-0.02778274,0.22345607,19
oxgzjr,0.86083275,-0.39758444,19
sjm,0.8368976,-0.28873077,19
zf,-0.028144468,-0.14918847,19
suing,0.47148946,-0.38457826,19
expl,0.27622354,0.48434645,19
px,0.32438302,-0.124428675,19
purged,1.0786917,0.2326938,19
upside,0.3303793,0.2252317,19
v_actually,0.073187985,-0.38567954,19
znioknw,0.48830855,0.35020006,19
exacting,0.41686574,-0.012657796,19
camps,-0.015943907,-0.19932199,19
unmasked,0.05905996,-0.11102531,19
insecure,-0.1268735,-0.35467407,19
conveniently,-0.5790193,-0.22630617,19
schlapp,0.40972826,-0.11976921,19
loy,0.05624576,0.058152553,19
baltimore,0.86000615,-0.49459153,19
tossed,-0.019988092,-0.2622827,19
ciaspygirl,-0.1981496,0.22194336,19
chartering,1.0360492,-0.6956062,19
fart,-0.023702212,-0.19062313,19
cla,-0.020057764,0.24293615,19
nebraska,0.39190605,0.21876356,19
recapping,-0.29359666,-0.3750625,19
demon,0.4148319,-0.23988065,19
mit,-0.34015742,0.251495,19
imposter,0.1969684,0.108689904,19
cking,-0.0024894904,0.017900173,19
drastically,0.30965406,-0.5781431,19
trumpdefense,0.009484772,0.051316235,19
manipulated,-0.036947895,-0.083227,19
illusion,-0.23869671,0.17459166,19
electing,-0.29971814,-0.19481246,19
sinema,0.16187905,-0.23236693,19
recommended,0.39134362,-0.31418002,19
triggers,0.14506042,-0.38770464,19
earpiece,0.4320944,-0.46639296,19
betoorourke,0.19374533,0.060112387,19
conspiracies,0.14298381,-0.051094368,19
colinkahl,0.27282503,0.3463107,19
contain,-0.12600316,-0.12310026,19
bk,-0.14655674,0.01482378,19
nutty,-0.11465055,-0.34788752,19
schemes,0.1271539,0.24734673,19
npratc,0.76701623,0.13798776,19
consensual,-0.18587126,0.092239305,19
sev,-0.27646193,0.37988594,19
legacies,-0.38016072,0.12412784,19
hu,0.041232876,-0.013457969,19
vbrup,0.22914293,-0.3371146,19
league,0.5536211,-0.037422627,19
inqu,0.41821072,-0.0026298699,19
legend,0.48209313,-0.2524891,19
lift,0.19984229,-0.24509954,19
willfully,0.105341874,0.12026721,19
nyi,0.71832925,-0.31409237,19
wfiy,0.31037033,-0.3174011,19
looting,0.108852275,-0.39125302,19
courtesy,-0.17000583,0.0039563556,19
heathmayo,-0.14844927,0.27470604,19
heatherscope,0.13673472,-0.02749513,19
grynbaum,0.5756627,-0.3141219,19
mtokb,0.7923123,-0.260388,19
bosnerdley,0.1581527,-0.06954859,19
joker,-0.23635332,0.23057126,19
fatally,-0.12940471,0.4762633,19
clamoring,-0.58396584,0.39506975,19
truthfully,-0.18670298,0.7593224,19
frankdangelo,-0.2870795,-0.38083258,19
expires,0.58055055,-0.6990166,19
counted,-0.17738725,-0.102236606,19
ppyyaedw,-0.10564983,0.17363629,19
native,0.66519225,-0.11683479,19
trio,0.2999735,-0.2683639,19
digenova,1.2246661,0.36580476,19
newsbreaking,0.5279552,-0.0053296667,19
treasurytutor,-0.29043388,-0.4543918,19
stayed,-0.12452583,-0.122255035,19
jkf,0.014499224,0.05136315,19
pity,0.15250097,-0.115508705,19
sumoh,0.43022323,0.07437805,19
eviscerating,0.59061414,-0.32966816,19
ver,-0.10665185,0.3532214,19
yahoo,0.26590946,0.022221027,19
phrasing,-0.029799175,-0.058282975,19
kong,0.30310288,-0.63966745,19
boltonbook,0.5328573,0.5974397,19
michaeljohns,-0.1278321,-0.27777237,19
sal,0.20635131,-0.08959172,19
adamcbest,0.36888918,-0.0051640333,19
vanitaguptacr,0.056065973,0.24926555,19
interpretation,-0.33147416,0.5454334,19
hayesbrown,0.2024594,0.2469937,19
gorillastyle,1.2970397,-0.22621918,19
ucrp,0.5899215,-0.33194476,19
mx,0.17586124,-0.018419847,19
jeiue,0.5447321,-0.2788081,19
framework,-0.4531416,0.7604895,19
inept,0.054732326,-0.40171528,19
defence,0.24692708,0.23784636,19
tying,0.42077208,0.19744872,19
bluff,-0.36441803,0.13422199,19
cherry,0.017549051,0.4476178,19
gxk,0.35778302,-0.63592416,19
damocles,0.059710156,0.22495213,19
ton,-0.27955717,-0.02730139,19
shallow,-0.17631343,0.48838693,19
cooperated,-0.11452615,0.2870256,19
arjvec,0.32741016,-0.5972023,19
slammer,0.28056273,0.5787319,19
vin,-0.31480208,0.27079087,19
houseofjames,1.1485113,-0.1929308,19
rural,0.4678554,-0.7231112,19
bkphilanthropy,0.61687255,0.13613366,19
hundred,0.30112284,-0.1853662,19
floating,-0.020363612,-0.11687212,19
remarkably,-0.0012765218,0.4252495,19
lildesstt,0.11651274,-0.20271032,19
putinspuppet,-0.08011378,0.0031740898,19
squirm,-0.3910656,0.053745046,19
returned,0.06440526,0.007881799,19
digivorr,1.116471,-0.065389685,19
ind,-0.0011152194,-0.038658693,19
loriinutah,-0.21046203,-0.25951225,19
reaganite,-0.047795784,-0.18249364,19
correc,0.30196685,-0.106938325,19
misbehavior,0.66396827,0.78641367,19
dominated,0.42744696,0.27311012,19
sallydeal,-0.39200962,0.09808201,19
tourguidej,1.1437186,-0.11437191,19
matthews,0.5102989,-0.07600768,19
hondoresists,-0.06665608,0.095306516,19
aliasvaughn,0.4190449,0.2145496,19
camp_terrence,1.1664879,-0.07879464,19
atlantic,0.23519823,0.20431611,19
reptedlieu,0.38949895,0.21213448,19
frankthorp,0.2786831,0.092842095,19
singular,0.24858075,0.30285636,19
labels,0.26207498,-0.49220452,19
betwe,-0.08975328,-0.24094084,19
annableigh,0.5919871,0.0075658527,19
aplauriekellman,0.5240326,0.5133971,19
studied,-0.064733274,0.35802117,19
temporary,-0.059306026,-0.103162214,19
ces,0.31206495,-0.7612622,19
abraham,0.4042815,-0.08913092,19
illiterate,-0.50910634,0.18069857,19
rapedkatie,-0.34314713,0.09780578,19
fn,0.31092414,-0.30037537,19
executed,-0.07137731,0.024131086,19
lawbreaking,-0.3648336,0.30913928,19
pompous,0.2659003,-0.42027274,19
aug,-0.024871793,0.30471313,19
premises,0.14738683,0.047535684,18
intra,-0.021243323,-0.022825746,18
transcrip,0.37982485,0.4599405,18
proce,-0.29150286,0.009932557,18
infli,-0.4638627,0.35556766,18
visibly,0.15216401,-0.099120535,18
ashleyrparker,-0.008635835,0.075205274,18
mount,0.1531423,0.16018713,18
contribution,0.23945357,0.07580135,18
cursing,0.1339242,-0.06406192,18
sentiment,0.15065923,-0.15719904,18
lin,0.39520395,-0.12909345,18
pet,-0.0463075,0.008337096,18
cheney,0.4216313,0.032781694,18
quidrises,1.0557449,-0.1489704,18
oan,0.0076231314,-0.057060458,18
automatically,-0.23465388,0.5031561,18
ny_runaway,-0.17550659,0.06691779,18
smoke,0.12984112,-0.15269151,18
muslims,0.024330022,0.019010218,18
rice,0.33972278,0.34501585,18
tppatriots,-0.38238242,-0.19407311,18
faithful,-0.20842755,0.04484243,18
mome,-0.28563285,0.26871264,18
gopkleptocrat,1.0521282,-0.16485658,18
danced,0.3276915,-1.0018129,18
corybooker,-0.14218783,0.32463515,18
jq,0.11145826,-0.06587025,18
humiliates,0.20018844,-0.06447607,18
moreover,0.45210418,0.23517495,18
undermined,0.13310274,0.005983287,18
briansimspa,0.18397163,-0.09697197,18
earthquakes,0.25506485,-0.25579387,18
commercial,0.17583644,-0.14047092,18
lightly,-0.33873695,0.30413824,18
crept,0.35552794,-0.89149415,18
giannocaldwell,-0.2257516,-0.23012315,18
cried,-0.017554175,0.0065296562,18
miracles,0.48994994,-0.71758604,18
trad,0.4561597,-0.600911,18
tent,0.08388019,-0.36142293,18
lopezlinette,-0.10899555,-0.10676813,18
ml,0.26845378,-0.12585978,18
incriminate,-0.14996248,0.47733086,18
maydaymindy,0.20933942,-0.03132025,18
serendipitydizl,-0.057539433,-0.12879647,18
barkiologist,-0.00729464,0.07836762,18
neodjt,0.90417534,-0.1367909,18
surveillan,0.18953232,0.16697165,18
bankruptcies,0.5003814,-0.12306008,18
aslavitt,0.19047005,0.13531014,18
hunch,-0.6662123,0.121379785,18
learns,0.0087739425,0.06487067,18
secretsbedard,-0.064980604,-0.23613086,18
strangest,0.31044623,-0.7475032,18
unimagin,0.693227,0.22554141,18
brindisi,0.8466574,-0.3236663,18
dividing,-0.5717587,-0.16179389,18
brezhnev,0.7335596,0.35403544,18
meantime,-0.23586266,-0.24741782,18
cindyhydesmith,-0.50985146,-0.083098084,18
monarchical,0.102092996,0.4852215,18
howardfineman,0.15983486,0.14489666,18
jayvalenz,0.17924811,0.25681573,18
paulkrugman,0.03723404,-0.1681868,18
afford,-0.5169955,-0.040475074,18
snowflakes,-0.2962998,-0.0078249965,18
repdonbeyer,0.072477564,-0.02252105,18
jonlemire,0.23765169,0.05703757,18
inquiries,0.17341907,0.34712481,18
myriegarfield,0.2985625,-0.14636679,18
gordy_shanks,-0.36672768,0.11583474,18
rjd,0.45901367,-0.23736194,18
jabeale,-0.2739787,-0.2125304,18
obiterdictum,0.025135124,0.04069609,18
burger,0.017229125,-0.2857537,18
botched,-0.13206986,-0.008963074,18
brothers,0.121767685,-0.044222847,18
gl,-0.016172256,-0.06259437,18
masterful,0.24842946,0.30959255,18
aimhighffw,0.9627036,-0.15439326,18
cursed,0.542341,0.25054654,18
invitation,0.04708753,0.12734678,18
vet,0.26103953,0.017426413,18
nycmayor,1.1338043,-0.20225035,18
nee,0.08140566,0.018928163,18
announ,0.5082592,-0.34737518,18
distance,-0.020292241,0.3260681,18
monsey,0.16765694,-0.008456026,18
tintinresists,-0.2101111,0.17005792,18
drafts,0.36177287,0.04345374,18
craigcaplan,0.083502516,0.14885744,18
proceedin,0.28343603,-0.06914269,18
luther,0.34305817,0.2430501,18
ple,0.33189523,0.15211198,18
descendants,-0.4356405,0.28157485,18
ounce,-0.1377574,0.21225683,18
addresses,-0.09095462,0.15775037,18
ea,0.2789321,-0.1613296,18
wer,-0.21787745,0.015852394,18
mangers,-0.10099538,0.2149393,18
geigernews,-0.03529751,-0.09662894,18
waves,0.29964763,0.35641482,18
persisting,0.50064486,-0.35301772,18
miscarriage,-0.03462703,0.25017554,18
jt,-0.10115431,0.08072416,18
masters,1.0900813,-0.44282275,18
doc_revan,0.26555905,0.0065810466,18
communicated,1.1108062,0.3565381,18
complie,-0.20297845,0.7394062,18
islandgirlprv,0.006546963,0.19795266,18
qbp,0.7632364,-0.08378454,18
imprisoned,-0.10442054,-0.092750385,18
uncomfortable,0.08528712,-0.042747002,18
implementing,0.06262103,-0.47648576,18
smiled,-0.16116142,-0.48570564,18
garyraybetz,0.10014015,0.15098578,18
nikkihaley,-0.4157588,-0.068044536,18
drill,0.13045396,-0.26880318,18
latter,0.057482965,0.06690099,18
nonsensical,0.10245422,-0.028483672,18
concealing,-0.08859159,0.4577131,18
pittstock,1.1469921,-0.09888022,18
rev,0.737048,0.24299236,18
risky,-0.158841,-0.10719727,18
laureldavilacpa,-0.21990094,-0.07293807,18
rendered,-0.4029138,0.13674024,18
bailout,-0.27655303,-0.14807796,18
pry,-0.109683506,0.09726061,18
cm_merlin,0.3610084,0.27288502,18
appoints,-0.1985216,0.10429856,18
bri,-0.469697,0.19925237,18
forthepeople,-0.30454996,0.035599213,18
dysfunction,0.9159604,0.2768173,18
tocradio,0.54001975,0.15794332,18
winter,-0.019240387,0.1233286,18
overseeing,0.17783307,0.19359472,18
bridge,0.23883565,-0.19787894,18
originators,0.3323169,0.2958309,18
humor,-0.06355101,0.0230698,18
punishments,0.7221815,0.3951304,18
jbm,0.14568788,0.014385338,18
hiatus,0.719614,-0.3787547,18
chain,0.16662233,0.11322675,18
atlanta,0.27288073,-0.18073931,18
nymag,0.18349856,0.47044668,18
waking,0.08324072,-0.56738096,18
samanthajpower,0.05406622,-0.030555224,18
gambled,-0.109784886,-0.12626353,18
membe,0.048423603,-0.47262847,18
insubordinate,0.51058966,0.35643807,18
ouch,-0.10135399,0.12740774,18
bunquere,0.60779274,-0.05565077,18
traffic,0.56808406,0.24166244,18
michelle,0.27560502,-0.3592612,18
deliberative,-0.21447365,0.12906195,18
fans,-0.2525056,-0.10337545,18
inter,-0.16921502,0.060324263,18
nevada,0.5574407,-0.43752512,18
ithevu,0.0793322,0.092611425,18
naretevduorp,-0.19092615,0.10831519,18
unifying,0.08397603,-0.475653,18
hb,0.25329122,-0.21078804,18
jake,0.52457494,-0.033841055,18
nominations,0.43882737,0.19343059,18
bartiromo,0.921255,-0.12630327,18
foramerica,0.3333068,-0.20709975,18
ramps,0.20008294,-0.12962279,18
normalization,0.09746521,0.33904758,18
politica,0.30703616,-0.20188442,18
disgust,0.13494734,-0.17724986,18
markknoller,0.18305273,0.011956036,18
listed,-0.22852397,-0.0768227,18
angus,0.21171737,0.50820035,18
onl,-0.2253859,-0.18622793,18
onslaught,0.07317394,-0.3189225,18
courierjournal,0.22665077,0.11147275,18
bandy,0.7178513,0.07483982,18
mexicans,0.45758626,-0.22616774,18
abroad,0.14477408,-0.37237334,18
whip,-0.06232109,-0.077927746,18
damages,0.5944878,-0.534747,18
censored,0.40425473,0.07363831,18
friendsofnancyp,-0.021033281,0.07990356,18
magic,-0.10321192,-0.31285805,18
bolt,0.18979104,0.49333012,18
coast,0.14216135,-0.47467786,18
stevehiltonx,-0.14826138,-0.2674889,18
innuendo,0.110277936,-0.6625387,18
shill,0.5257133,0.015130461,18
sycophants,-0.011032737,-0.051611274,18
senmarkey,0.23359376,0.31757307,18
conflicts,0.30517665,0.372627,18
jessiejaneduff,0.09535694,-0.095819995,18
impartia,0.49150208,0.44282165,18
stability,0.1258902,-0.62326217,18
raped,0.5456418,-0.48359233,18
reassigned,0.22071663,0.33406815,18
callista,0.7205025,-0.30536625,18
shook,0.3689152,-0.22458637,18
unlimited,-0.13959455,0.14829044,18
loathsome,-0.02338693,-0.117513664,18
options,-0.17494655,0.065743275,18
replete,0.61940604,0.1726291,18
tony,0.025156446,-0.24016397,18
cxxgb,0.00795263,-0.23539726,18
alyssa,0.5831774,-0.3053684,18
corr,0.103247054,-0.14401427,18
insinuating,-0.15071131,0.6017445,18
seated,0.023253266,0.23266287,18
distorting,0.1889626,0.15252216,18
acknowledging,-0.2726895,0.16635083,18
swpaop,-0.25855458,-0.019111386,18
pornography,0.035292804,-0.53618115,18
freely,-0.17038937,0.22726893,18
demolished,0.1500797,0.18942176,18
othe,-0.058323156,0.17245398,18
blasting,-0.31461897,0.07830888,18
collapsing,-0.29787284,-0.42745683,18
hardest,-0.04593259,-0.116191074,18
bumps,0.3992296,-0.7108637,18
fooling,-0.3166267,-0.16866037,18
neillowenthal,-0.15464737,0.381398,18
wbvd,0.42613238,0.50833815,18
restore,0.014397926,-0.22383523,18
plunge,0.6625398,-0.36078593,18
foreseen,0.39928547,0.36057273,18
spectacularly,0.23724894,-0.29872197,18
themarketswork,0.11842799,-0.17234285,18
riding,0.233151,-0.22988887,18
hurried,-0.2172607,0.05661496,18
sonko,0.24180183,-0.010592504,18
pastor,0.7088172,-0.38427383,18
description,-0.2670564,0.12364816,18
musli,0.5526908,-0.76025647,18
zruma,-0.0083549945,0.06508174,18
detaining,0.7351991,-0.87375575,18
chanelciaga,0.5770014,-0.26557893,18
lips,-0.13549933,-0.15915996,18
unfolding,-0.2024584,0.0640711,18
concede,-0.0068512415,0.47866336,18
lowlife,0.4008034,-0.049637754,18
texans,0.120166175,-0.4031513,18
deported,0.15706564,0.097062446,18
stripper,0.61529666,-0.7683926,18
advises,0.109181054,0.6542245,18
bamableu,0.24300416,-0.020081865,18
suppress,-0.2599858,0.38760078,18
blackmailing,0.18358497,0.14373417,18
cx,0.20114383,-0.29434943,18
rump,0.17056881,0.033755556,18
wvjoe,0.19811338,0.08593873,18
lookahead,-0.25852597,-0.20471387,18
chucktodd,0.03983996,0.23100291,18
musings,0.52554816,0.13974796,18
abetting,0.106815025,0.038710732,18
immigrant,0.57334256,-0.32219228,18
restricting,0.5210679,0.4935083,18
jealousy,0.041026585,-0.24617343,18
doubts,-0.4359993,0.052422844,18
pi,-0.06908932,0.024372417,18
demonstrates,0.08997541,0.10711181,18
twist,-0.024702655,0.08875478,18
biannagolodryga,-0.092985675,0.28177506,18
lefties,-0.39947346,-0.28654373,18
vortex,0.055882495,-0.19813131,18
stack,0.069172665,-0.24998625,18
plummet,0.36172912,0.06453526,18
solusnan,-0.16342486,0.34595007,18
lucky,0.058771476,-0.033473622,18
drmartyfox,-0.34250402,-0.058205824,18
jeffreykag,-0.053318873,-0.17520998,18
lawye,-0.02222693,0.44979438,18
disrupt,0.27525547,-0.32586166,18
alrea,-0.28681347,-0.24979047,18
calmly,-0.09801575,0.0048165973,18
nafta,0.09343861,-0.69184566,18
bryanbehar,-0.09093444,0.046903227,18
intoned,-0.44699827,-0.046145488,18
highlig,0.22387366,0.17006946,18
animated,-0.09101825,-0.07580356,18
sttiger,-0.27083656,-0.23834464,18
searching,-0.23225677,-0.124496296,18
tumor,0.037781212,0.22464322,18
ole,-0.019230768,-0.5356766,18
zlfz,0.17722198,-0.56896067,18
whistleblowe,0.26644185,-0.0015385025,18
goodness,-0.10038676,-0.24392317,18
ulp,0.09158836,0.13545847,18
puffs,0.108064584,-0.46961322,18
cocoa,0.13831577,-0.4266038,18
backfires,-0.043293115,-0.41951805,18
judged,-0.28236106,0.11893645,18
referral,0.5572624,0.61561906,18
exit,-0.0836992,0.19601811,18
instruct,-0.06622577,0.24894148,18
couch,0.123732254,-0.26812115,18
investigatory,-0.053321157,0.36261874,18
zb,0.3298249,-0.22512923,18
oehdnxuh,-0.28838116,0.03300703,18
wander,0.24123225,-0.31005618,18
tennis,0.50137556,-0.09200703,18
cuckoo,0.07162858,-0.25426605,18
teleprompter,0.0771495,-0.035727613,18
sizzlebeauty,0.09478374,-0.12780379,18
wash,0.229673,-0.18274482,18
thekjohnston,0.052742973,-0.26163998,18
dip,0.09736145,-0.111404754,18
sinking,0.019811092,-0.56407535,18
laraleatrump,0.30616784,-0.7527344,18
notifying,0.045456924,0.03908075,18
wrhp,0.2485647,-0.47166604,18
reflects,-0.12245718,0.25452542,18
genuinely,0.21466708,-0.13472697,18
functionally,0.50494874,0.17939535,18
sea,0.39521143,-0.29117864,18
messing,0.3229106,-0.34214896,18
cream,0.057716433,-0.3966691,18
natesilver,-0.24120106,0.06622834,18
accounting,-0.099892765,0.2601402,18
bttr_as,-0.04356921,-0.22900434,18
drunken,-0.07236167,-0.4339305,18
cv,0.5621315,-0.26978195,17
wtg,0.3972756,-0.6416993,17
francisbrennan,-0.035125867,-0.17150049,17
sq,0.14626954,0.12322521,17
billbarr,0.37158585,0.08204232,17
reiterated,-0.29351562,-0.11344725,17
audit,0.45334673,-0.057850413,17
speakers,0.07987563,-0.20087485,17
remova,0.18388551,0.19488373,17
crusade,-0.37197062,-0.11370869,17
creati,-0.124357335,0.18251523,17
claimin,0.21233237,-0.21095541,17
morn,-0.36135197,-0.24710399,17
crashing,-0.25972205,-0.57190573,17
tapper,0.28269428,0.09215805,17
koslen_bambi,0.033177912,0.028826853,17
skewermann,-0.100364774,-0.01570073,17
phillyeaglesfa,-0.06427821,-0.27503136,17
burlesque,0.31521192,-0.8867024,17
mccarty,-0.031792995,0.13469729,17
chips,-0.29173884,-0.07698952,17
lig,-0.073332414,0.094980575,17
resounding,-0.36927596,-0.30006236,17
roaring,-0.25467968,-0.6546415,17
resumes,0.009201152,-0.015957167,17
volunteer,0.16617829,-0.15051752,17
liz,0.35512394,-0.12158961,17
pretense,-0.4779422,0.39625102,17
ka,0.18888283,0.024797034,17
entry,0.6892534,0.026134882,17
soll_dewitt,-0.4801883,-0.020385716,17
trumpvirus,0.33013314,-0.24610196,17
ndwave,-0.40743658,-0.01729005,17
behin,0.07499593,-0.26815876,17
tomag,0.7530241,-0.14614938,17
battleground,-0.02435439,-0.036366437,17
unprepared,-0.45249802,-0.095993996,17
tvietor,-0.20142639,-0.08328692,17
wu,0.73509043,-0.20093787,17
transgender,0.48589897,-0.81412894,17
slap,0.0720744,-0.16698168,17
realbasedmaga,-0.37590238,-0.004366918,17
repbrianfitz,0.26804474,0.039468344,17
deplrblerzistr,-0.17459078,0.005090257,17
sales,-0.29190838,0.12006043,17
qqydq,0.09691361,0.3545353,17
wk,0.038321212,0.15554099,17
stabilizing,-0.023179106,0.15289737,17
emboldene,0.40060318,-0.15839042,17
fealty,-0.21010509,-0.025575383,17
shifted,-0.09764817,-0.23241739,17
skipped,-0.09669421,0.17924069,17
rewrite,-0.17467451,0.1281491,17
stop_trump,0.07946772,-0.13673992,17
douglasreber,0.08238762,0.16747981,17
pday,0.13369085,0.28520417,17
cm,0.31199938,-0.015011711,17
resister,0.0746008,-0.16083075,17
evidentiary,0.1601445,0.25665653,17
resolved,0.17110293,-0.00038282052,17
superb,0.04461676,0.2302779,17
allidoisowen,0.18979223,-0.2280235,17
forgetting,-0.2640864,-0.12673753,17
rounds,0.009911164,-0.116556786,17
patrioticdan,-0.19724584,0.13809419,17
derail,-0.0067518926,0.0101813525,17
film,0.2293933,-0.07259451,17
trudeau,0.03473163,-0.11665796,17
coul,-0.06559287,0.12572448,17
daveweigel,0.028381404,-0.08482734,17
wolf,-0.19704977,-0.26200998,17
wage,-0.1851544,-0.4330595,17
galetstrong,-0.05324532,0.10794009,17
cillizza,0.36095285,-0.20162629,17
complied,-0.13621567,0.66869676,17
jonward,-0.0737088,0.27391458,17
idaholady,-0.062045168,-0.15643993,17
array,0.017154306,-0.36579135,17
repjimbanks,-0.2421751,-0.1486789,17
gate,0.1570426,-0.267349,17
principled,-0.15567587,-0.035568632,17
patriotnotpol,-0.12392339,-0.12329158,17
psoj,0.6278304,-0.14602968,17
medvedev,0.12355231,-0.24862503,17
amorphous,-0.018402053,-0.2938428,17
misogynist,0.03383126,-0.11924338,17
